제시어,헤드라인,주요내용,발표일,출처(URL),중요도,대상 국가,점수,비고
관세,'K-스틸법' 오늘부터 시행…전기요금·EU 관세는 변수 - v.daum.net,'K-스틸법' 오늘부터 시행…전기요금·EU 관세는 변수&nbsp;&nbsp;v.daum.net,"Tue, 16 Jun 2026 21:49:00 GMT",https://news.google.com/rss/articles/CBMiT0FVX3lxTE5Id2d0WnNJb0FHak9vS0pkSTdDb05ZdFNYMnpVY2gzVVZGNmRhbGs0cUl1Uk1ILTdBR3V2ZEpaSVZYZG1jYk5UQlVEc21WcHM?oc=5,중,,7,
수출통제,"美 ‘미토스’ 수출 통제 쇼크… 앤트로픽, IPO·성장 전략 제동 걸리나 - 조선비즈 - Chosunbiz","美 ‘미토스’ 수출 통제 쇼크… 앤트로픽, IPO·성장 전략 제동 걸리나 - 조선비즈&nbsp;&nbsp;Chosunbiz","Tue, 16 Jun 2026 01:14:00 GMT",https://news.google.com/rss/articles/CBMiggFBVV95cUxQVmcySVFMbnNXUVlMcEQzNmFpVHJ1Rm5DR3pheko1cVduZmFfMjc4TXh6d2xTX2JCYjBMUklsVkRNOGc4VjRtTFlBUXJjai11TUhKSDJoQ0w2ZzYtamUtQkREb1ctNldfZ09yOFZKaFlXOWhkb3RTbGVZdWctcFZsQWd30gGWAUFVX3lxTE1SbVpVM28taVJ5T1N0dG05U042aWNOM3hzZm1tU1l5Um8xUnY4dFpoRmZkUXJuQUVpM0RnWnpBYlUyVnBBZ2ktR2puMDhSMmF0bW1RbkdDdEF5a1VvT01tTE5hRTY5TEFlaHBCc2g2b1JTNTUwQU4wcGxfRmVLVWZCS0o1RlIxVmoyQzA5M1lLWXN6Q3NEdw?oc=5,하,,1,
수출통제,"美 정부, 미토스 ‘탈옥’ 우려에 수출통제 - 아틀라스뉴스","美 정부, 미토스 ‘탈옥’ 우려에 수출통제&nbsp;&nbsp;아틀라스뉴스","Tue, 16 Jun 2026 03:24:00 GMT",https://news.google.com/rss/articles/CBMibEFVX3lxTE83RGtzUXR1ekc2X0dCQ1g3aG5jWVZPZkZoXzZqRXBITnFjZ2pzbjdiQWhPNmtmNkM3dWZpRlEtWUdXOVMySVNvVjFWWWVrS09kN0VTd2NWTmxxYlpLWHZ3THptcW1KbHF2YzNhUw?oc=5,하,,1,
수출통제,"""미국 상무부, 외국 군사정보기관의 악용 우려에 AI '미토스5' 수출통제"" - MBC 뉴스","""미국 상무부, 외국 군사정보기관의 악용 우려에 AI '미토스5' 수출통제""&nbsp;&nbsp;MBC 뉴스","Tue, 16 Jun 2026 08:20:29 GMT",https://news.google.com/rss/articles/CBMidEFVX3lxTE8tSXRZNWJKbkd3YnhtQUtQTXBTYUdRczNEQ2EtNVZiYU56LW52QWF1WEx2clRXREY1Tk1NTmh6V1JDQW1mWlNXUFROc0pUZFJIZWFaR1pja1ZOaVJiNS1QWEthVWdNZ2xXbVpBdFdTM3U1NkVP0gF0QVVfeXFMTlk2dGU4RHM3Z2lEVDVkcE5QR3JGNWlqei04c0NBTm5FenpmYzFxME93U1dYX3VaTWZfUUZ6LVlaRmFzYS1pU3p5dmxKM040TWNWVEFKYTctakhkeXQtbVp1SmZpaWxJZU5xZnRXNXpUU1JURzA?oc=5,하,,1,
수출통제,앤트로픽 'AI 수출 제재'에 韓 통신사 빌미 제공했나 - 전자신문,앤트로픽 'AI 수출 제재'에 韓 통신사 빌미 제공했나&nbsp;&nbsp;전자신문,"Tue, 16 Jun 2026 07:16:09 GMT",https://news.google.com/rss/articles/CBMiTkFVX3lxTE0ydG5ydG5FVVBNcS1PdDZZdVRGckw3RHZYV2JPRW5sa3BTQzVjM3ltZFhobzExdkFaT0ZxZC00aHVhZTd2SEgzTHMzc0E0QQ?oc=5,하,,1,
수출통제,앤스로픽 수출 통제에 中 즈푸AI '반사이익' - 한국경제,앤스로픽 수출 통제에 中 즈푸AI '반사이익'&nbsp;&nbsp;한국경제,"Tue, 16 Jun 2026 08:53:31 GMT",https://news.google.com/rss/articles/CBMiVEFVX3lxTE1oUGpvcWIxRENwR0t3eWptLXJfajdNelZpRXZNNzlFRmg4c0UwUDVMb3hVQXMyd2VWWkF5aEJCbHdZRGNWQUN2bVJzVUgtMXJDM3pDbtIBVEFVX3lxTE1oUGpvcWIxRENwR0t3eWptLXJfajdNelZpRXZNNzlFRmg4c0UwUDVMb3hVQXMyd2VWWkF5aEJCbHdZRGNWQUN2bVJzVUgtMXJDM3pDbg?oc=5,하,,2,
수출통제,앤스로픽 미토스 수출통제 배경에 ‘韓통신사 中연계 의혹’ - 이데일리,앤스로픽 미토스 수출통제 배경에 ‘韓통신사 中연계 의혹’&nbsp;&nbsp;이데일리,"Tue, 16 Jun 2026 10:26:51 GMT",https://news.google.com/rss/articles/CBMigAFBVV95cUxNVEQ0bmgtRVdIV0trdjBUNjdzeUY3d1VjLVFRMDVicnFXMk55clFNOU9rSXJESXI2NTZCSjV3SEdRTG9VbF8zSXRIS0U1bDNaVFAwdHV5V0dmTkNTbDY2T0NfcnR3VDVzV2pVOXF3TGpTeDlVMHBUTXhKZzYwVjE5RQ?oc=5,하,,1,
수출통제,"“백악관, 앤트로픽 접근 명단서 ‘중국 연계’ 한국 통신사 확인…수출통제 빌미” - 한겨레","“백악관, 앤트로픽 접근 명단서 ‘중국 연계’ 한국 통신사 확인…수출통제 빌미”&nbsp;&nbsp;한겨레","Tue, 16 Jun 2026 10:16:00 GMT",https://news.google.com/rss/articles/CBMiYEFVX3lxTFB4ZzFpUlozVUpGMUpQYXlyRkxxVE5lQWJrTnJnRG0zbXFWSzJlS05SYVdWUm1qUWhVcEN2R3hzR3paUjh5S1R2RU93U3owMll0YVlUcG83QXVXLTNZWVRYSw?oc=5,하,,3,
수출통제,"“中연계 의심 韓통신사에 ‘미토스’ 제공⋯美, 앤스로픽 수출 통제 배경” - 이투데이","“中연계 의심 韓통신사에 ‘미토스’ 제공⋯美, 앤스로픽 수출 통제 배경”&nbsp;&nbsp;이투데이","Tue, 16 Jun 2026 09:32:00 GMT",https://news.google.com/rss/articles/CBMiVEFVX3lxTE9La2RScWhHZUR5NVlaem5KYm9UbGItQVNLM0NobjJUb3EyWGFHZUNVeU5FV3oySng3NFNRbXBOaVJWR0YtZ3VvSU5BSmlhTHdISDRqZw?oc=5,하,,1,
수출통제,"""美정부, 미토스 사전사용 명단서 '中연관의심' 韓통신사 발견"" - 연합뉴스","""美정부, 미토스 사전사용 명단서 '中연관의심' 韓통신사 발견""&nbsp;&nbsp;연합뉴스","Tue, 16 Jun 2026 08:33:22 GMT",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1PVGZsZHQ0U0FRaXpTRmRuZENtRXgzYWh6b2JrSEZRS3pMUEpDVFExMEpzbUtqVVVzcTlDLWFUWTJNWW5ZZHk3MHFJd3ctWnF0T09TdmFQa1Jrd0HSAWBBVV95cUxQV2NRYVBqVjJmZjczMWszci1iZXJndGc5WGF0MjNxVXNteFJURW1icXRyRDNxS0U1MkVHZlZtLXlzWk10Y1dqeHUzOTVGMTlXUTRqeUE3ZXdvdVA5SEgwWXo?oc=5,하,,1,
수출통제,앤트로픽 수출통제 직격탄…한국 AI 주권 전략 `시험대` - 디지털데일리,앤트로픽 수출통제 직격탄…한국 AI 주권 전략 `시험대`&nbsp;&nbsp;디지털데일리,"Tue, 16 Jun 2026 03:00:00 GMT",https://news.google.com/rss/articles/CBMiZEFVX3lxTFB0NzVaYXNnaU1oWjk2Zl9hblZLdzBYamhxRmVYOWw1NG9scFRSNDYwNnRUMGJ6aG0yZW5xOVUtUmtQbTdoWXNCUFp6UUtwMUxDUnprYnlFYXhnVE9TMGgtTTVxalM?oc=5,하,,2,
