제시어,헤드라인,주요내용,발표일,출처(URL),중요도,대상 국가,점수,비고
관세,"엄광열 영월산업진흥원장, 한국관세학회 선정 ‘관세대상’ 수상 - v.daum.net","엄광열 영월산업진흥원장, 한국관세학회 선정 ‘관세대상’ 수상&nbsp;&nbsp;v.daum.net","Mon, 01 Jun 2026 21:50:00 GMT",https://news.google.com/rss/articles/CBMiT0FVX3lxTFB4b1I0aHNlM2tENjhkbk9faEc5M0dZUVg1S1hSeE1DUUdYLXcxcHhsMUQ1MUdTdFY4eUJ2OWpSOW56WFNKZU96UGZzM3BtNFE?oc=5,하,,6,
수출통제,"美, AI칩 수출통제 대상 中기업 해외 자회사로 확대 - v.daum.net","美, AI칩 수출통제 대상 中기업 해외 자회사로 확대&nbsp;&nbsp;v.daum.net","Mon, 01 Jun 2026 02:33:00 GMT",https://news.google.com/rss/articles/CBMiVEFVX3lxTE9kMUpmdUNrNThMWWhwb1ZQenctWXd2U19odUduZXVhRGNBTmJkb1VTN1hSaDI2SXFxSzRLRV9WSG1TbzN1OExTcERZMEFBbmJsSWc0MQ?oc=5,하,,1,
수출통제,"'서플러스글로벌, 반도체 AI 수출통제 특허 취득 완료' - 에너지안전신문","'서플러스글로벌, 반도체 AI 수출통제 특허 취득 완료'&nbsp;&nbsp;에너지안전신문","Mon, 01 Jun 2026 01:41:40 GMT",https://news.google.com/rss/articles/CBMiZEFVX3lxTE14V2l2eGttSVFYbWRjOG8zT0U3ODY2QktBM2lLSGJuOTRhZjM1cFJyMjVpX1MzanhYb1FCZVhQaHJMWFR5RUtQdDJDbWVVZDVEd2toS3pmVmZDQkVvVTdPUDdtRm4?oc=5,하,,1,
수출통제,"인니, 원자재 수출관리기구 출범…석탄·팜유·페로합금 수출 통제 본격화 - 더구루","인니, 원자재 수출관리기구 출범…석탄·팜유·페로합금 수출 통제 본격화&nbsp;&nbsp;더구루","Mon, 01 Jun 2026 00:42:27 GMT",https://news.google.com/rss/articles/CBMiY0FVX3lxTFBwRkx2cXpRLXU2NG82SE52SGZXZ285VDdoQ0lfYmRpNGRxNU1aRExOTTl2TDVfUEdaVENYVVJXZW1vaWo5Z29ZWUVtX25VNlpPS01DcG05Mkg0RTc5aU9kck05VQ?oc=5,하,,1,
수출통제,"미 상무부, 중국 해외 자회사도 AI 칩 수출 제한…우회 경로 차단 - AI타임스","미 상무부, 중국 해외 자회사도 AI 칩 수출 제한…우회 경로 차단&nbsp;&nbsp;AI타임스","Mon, 01 Jun 2026 05:58:11 GMT",https://news.google.com/rss/articles/CBMiakFVX3lxTFBMaEtCR25KTFFmNFNSZ2FMT21IcmtVS0lLZEM4VmF1Y3ZHU0hkVXdpZkpqN1p1bWF2RTQ0ZXI0WGtIa0Q3V21Sb3Zpc0Y1YVlpTERZWDBqUWRQV1g1Nk1Cbk1WUklILXpLUkE?oc=5,하,,2,
수출통제,"식약처, 중국 수출 규제 완화…라면·식품업계 수출 길 열린다 - 2news.co.kr","식약처, 중국 수출 규제 완화…라면·식품업계 수출 길 열린다&nbsp;&nbsp;2news.co.kr","Mon, 01 Jun 2026 06:28:00 GMT",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1ZVVJ6VXNkY1QxYUlka0RmaWhwdGQ4aHpldU9xZi13WUtRZUhvYU9US05NckVGS3VsSXNxak1DWlN5Si0wZURnbGxkVzdGSkZiX2VhREFTcklCdmdLVVFrRUhpVTBmOWs?oc=5,하,,2,
수출통제,"서플러스글로벌, AI 기반 수출통제 자동화 기술 특허 등록 - 네이트","서플러스글로벌, AI 기반 수출통제 자동화 기술 특허 등록&nbsp;&nbsp;네이트","Mon, 01 Jun 2026 02:03:00 GMT",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9rb3VqRWtPTHQzMTN0SDZfcTdVSWVaeXFwaHdBQzhiYWttN0VndV9EbW9zbVpvV2xYTldWcFhJNDV3ZnRjcUFVTFhHRFl2Z0s4ajZV?oc=5,하,,1,
수출통제,"美, AI칩 중국 우회 수출 차단... 中 ‘美 제재 덕에 반도체 기술 발전’ - 조선일보","美, AI칩 중국 우회 수출 차단... 中 ‘美 제재 덕에 반도체 기술 발전’&nbsp;&nbsp;조선일보","Mon, 01 Jun 2026 09:00:00 GMT",https://news.google.com/rss/articles/CBMigwFBVV95cUxONGVkbERRZmZnLXZxTmxpRlUwbFRXcUZpLVp3ZHk5alVIV2Q4RTdidENjUWFKQUhPQW50RkR2UlVoMkRxelFxLXRMVUNrV0l1Qi13VjZ5UlNYdmMxQ1JhV2ZQZmVOVk41bXZYUkNESm05VGdkTk1yWDNncHZGZ2JpUGFUYw?oc=5,하,,2,
수출통제,"한국제약바이오협회, '의약품 수출' 지원...""자문위원회 운영"" - 메트로신문","한국제약바이오협회, '의약품 수출' 지원...""자문위원회 운영""&nbsp;&nbsp;메트로신문","Mon, 01 Jun 2026 05:07:46 GMT",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5MZFBHbkROYzhTd3JfSzdyb1lhZzRoNkFyZ2M5VnNfQnNJeDJUWFd1ZEVQQ2cxd2xKUnlxUnFPTGVkYjRUMVJjSW9Zb1BucFpTcVZram5fcnpTdm5mVW5oeg?oc=5,하,,2,
무역구제,"일부 매체 “일본, 한국산 STS반덤핑 조사 중” 보도 사실 아니야 - 철강금속신문","일부 매체 “일본, 한국산 STS반덤핑 조사 중” 보도 사실 아니야&nbsp;&nbsp;철강금속신문","Tue, 02 Jun 2026 00:11:00 GMT",https://news.google.com/rss/articles/CBMiakFVX3lxTFB1ZG1lN0xFWkpYU0FfS3JUUWgzcF9aQUFMOTRidF9kN0dobmRFbnNpM0VhM1VmNy14WF95ZE5MNFdTWEx2cU4tUnFleEUwZGc3YmFUeVNHUGtsNWJieFlzOXRJYzMyLVAwblE?oc=5,하,,2,
무역구제,"일본, 한·중·대만산 철강 반덤핑 조사 착수…보호무역 가세 - 마켓인","일본, 한·중·대만산 철강 반덤핑 조사 착수…보호무역 가세&nbsp;&nbsp;마켓인","Mon, 01 Jun 2026 06:18:12 GMT",https://news.google.com/rss/articles/CBMic0FVX3lxTE00ell4MHpjVW94RGxqbkRFdFdFdy1ZWWY5cFNGYkZnSXlHWEFsZm5SbzRsWm4xX3I3cDN1WHNKV1ZWQ0dlR2FIUENaZkxReDdYVC01eVBKMkMtUTQxc1VWNWxjTG8zN1RfdjFGSUxhVkhQM0U?oc=5,하,,1,
무역구제,"일본 정부 한국산 철강 겨냥해 반덤핑 조사 착수, 일본제철 요청에 대응 - 비즈니스포스트","일본 정부 한국산 철강 겨냥해 반덤핑 조사 착수, 일본제철 요청에 대응&nbsp;&nbsp;비즈니스포스트","Mon, 01 Jun 2026 07:00:10 GMT",https://news.google.com/rss/articles/CBMic0FVX3lxTE92OW1iNTZ5M0JwZUYwTXhHNUVla0dCNmZtcF9zQXJtSDdlVW9UUkJacHF0dEZ5S3g0YWkyZlMwOTVqRkFVeXNsRFZkNi14bThXR1h0YzBTeWZiTHNXSEtNYTdtYXZhdFhHZlh4dXJSd0k4Uk0?oc=5,하,,2,
